ΗΜΕΡΟΜΗΝΙΑ ΥΠΟΒΟΛΗΣ ΑΙΤΗΣΗΣ,AΡΙΘΜΟΣ ΜΗΤΡΩΟΥ ΑΔΕΙΩΝ,ΗΜΕΡΟΜΗΝΙΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΗΜΕΡΟΜΗΝΙΑ ΛΗΞΗΣ ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΠΕΡΙΦΕΡΕΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,ΔΗΜΟΣ,ΜΕΓΙΣΤΗ ΙΣΧΥΣ (MW),ΤΕΧΝΟΛΟΓΙΑ,ΜΗΝΑΣ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΕΒΔΟΜΑΔΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΕΒΔΟΜΑΔΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΕΒΔΟΜΑΔΕΣ
2016-06-13 00:00:00,ΑΔ-03889,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,41,182,300,1304
2017-03-10 00:00:00,ΑΔ-03946,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,0.8,ΑΙΟΛΙΚΑ,2019-12,2019-49,33,144,300,1304
2017-12-06 00:00:00,ΑΔ-03947,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΩΚΙΔΑΣ,ΔΕΛΦΩΝ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,105,300,1304
2018-03-08 00:00:00,ΑΔ-03960,2019-12-13 00:00:00,2044-12-13 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,92,300,1304
2016-06-13 00:00:00,ΑΔ-03888,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,41,182,300,1304
2018-03-08 00:00:00,ΑΔ-03927,2019-12-13 00:00:00,2044-12-13 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,92,300,1304
2016-06-13 00:00:00,ΑΔ-03887,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,41,182,300,1304
2016-06-13 00:00:00,ΑΔ-03886,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,41,182,300,1304
2016-06-13 00:00:00,ΑΔ-03885,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,41,182,300,1304
2016-06-13 00:00:00,ΑΔ-03884,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,41,182,300,1304
2016-06-13 00:00:00,ΑΔ-03883,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,41,182,300,1304
2016-06-13 00:00:00,ΑΔ-03890,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,41,182,300,1304
2018-03-07 00:00:00,ΑΔ-03926,2019-12-13 00:00:00,2044-12-13 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,92,300,1304
2018-03-08 00:00:00,ΑΔ-03939,2019-12-13 00:00:00,2044-12-13 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,92,300,1304
2018-03-07 00:00:00,ΑΔ-03924,2019-12-13 00:00:00,2044-12-13 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,92,300,1304
2018-03-08 00:00:00,ΑΔ-03908,2019-12-13 00:00:00,2044-12-13 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,92,300,1304
2018-03-07 00:00:00,ΑΔ-03907,2019-12-13 00:00:00,2044-12-13 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΛΑΡΙΣΑΣ,ΕΛΑΣΣΟΝΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,92,300,1304
2018-03-07 00:00:00,ΑΔ-03906,2019-12-13 00:00:00,2044-12-13 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,92,300,1304
2018-03-07 00:00:00,ΑΔ-03905,2019-12-13 00:00:00,2044-12-13 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,92,300,1304
2018-03-07 00:00:00,ΑΔ-03904,2019-12-13 00:00:00,2044-12-13 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΛΑΡΙΣΑΣ,ΕΛΑΣΣΟΝΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,92,300,1304
2018-03-06 00:00:00,ΑΔ-03903,2019-12-13 00:00:00,2044-12-13 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΚΑΡΔΙΤΣΑΣ,ΑΡΓΙΘΕΑΣ,34.5,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,92,300,1304
2017-12-11 00:00:00,ΑΔ-03902,2019-12-13 00:00:00,2044-12-13 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,104,300,1304
2018-03-07 00:00:00,ΑΔ-03925,2019-12-13 00:00:00,2044-12-13 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,92,300,1304
2017-12-11 00:00:00,ΑΔ-03901,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΡΥΤΑΝΙΑΣ,ΚΑΡΠΕΝΗΣΙΟΥ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,104,300,1304
2016-06-13 00:00:00,ΑΔ-03899,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,41,182,300,1304
2017-09-11 00:00:00,ΑΔ-03897,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,17.25,ΑΙΟΛΙΚΑ,2019-12,2019-49,27,117,300,1304
2016-12-12 00:00:00,ΑΔ-03896,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΑΛΙΑΡΤΟΥ,2.35,ΑΙΟΛΙΚΑ,2019-12,2019-49,36,156,300,1304
2016-12-09 00:00:00,ΑΔ-03895,2019-12-13 00:00:00,2044-12-13 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,36,157,300,1304
2016-12-09 00:00:00,ΑΔ-03894,2019-12-13 00:00:00,2044-12-13 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,36,157,300,1304
2016-12-09 00:00:00,ΑΔ-03893,2019-12-13 00:00:00,2044-12-13 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,36,157,300,1304
2016-12-09 00:00:00,ΑΔ-03892,2019-12-13 00:00:00,2044-12-13 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,36,157,300,1304
2017-12-11 00:00:00,ΑΔ-03900,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΡΥΤΑΝΙΑΣ,ΚΑΡΠΕΝΗΣΙΟΥ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,104,300,1304
2018-03-12 00:00:00,ΑΔ-03909,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΛΕΒΑΔΕΩΝ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,91,300,1304
2018-03-08 00:00:00,ΑΔ-03930,2019-12-13 00:00:00,2044-12-13 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,92,300,1304
2018-03-12 00:00:00,ΑΔ-03910,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,91,300,1304
2017-12-07 00:00:00,ΑΔ-03923,2019-12-13 00:00:00,2044-12-13 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,105,300,1304
2017-12-07 00:00:00,ΑΔ-03922,2019-12-13 00:00:00,2044-12-13 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,105,300,1304
2017-12-07 00:00:00,ΑΔ-03921,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΩΚΙΔΑΣ,ΔΕΛΦΩΝ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,105,300,1304
2017-12-07 00:00:00,ΑΔ-03920,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΩΚΙΔΑΣ,ΔΩΡΙΔΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,105,300,1304
2017-12-07 00:00:00,ΑΔ-03919,2019-12-13 00:00:00,2044-12-13 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,105,300,1304
2017-12-07 00:00:00,ΑΔ-03918,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΩΚΙΔΑΣ,ΔΩΡΙΔΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,105,300,1304
2017-12-06 00:00:00,ΑΔ-03912,2019-12-13 00:00:00,2044-12-13 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΙΕΡΑΣ ΠΟΛΕΩΣ ΜΕΣΟΛΟΓΓΙΟΥ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,105,300,1304
2017-12-06 00:00:00,ΑΔ-03913,2019-12-13 00:00:00,2044-12-13 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΙΕΡΑΣ ΠΟΛΕΩΣ ΜΕΣΟΛΟΓΓΙΟΥ & ΞΗΡΟΜΕΡΟΥ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,105,300,1304
2018-03-12 00:00:00,ΑΔ-03911,2019-12-13 00:00:00,2044-12-13 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,91,300,1304
2017-12-06 00:00:00,ΑΔ-03914,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΩΚΙΔΑΣ,ΔΩΡΙΔΑΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,105,300,1304
2017-12-07 00:00:00,ΑΔ-03917,2019-12-13 00:00:00,2044-12-13 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,105,300,1304
2017-12-07 00:00:00,ΑΔ-03916,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΩΚΙΔΑΣ,ΔΕΛΦΩΝ & ΔΩΡΙΔΟΣ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,105,300,1304
2017-12-07 00:00:00,ΑΔ-03915,2019-12-13 00:00:00,2044-12-13 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,3.0,ΑΙΟΛΙΚΑ,2019-12,2019-49,24,105,300,1304
2017-06-13 00:00:00,ΑΔ-03987,2020-01-15 00:00:00,2045-01-15 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ,ΓΡΕΒΕΝΩΝ,0.97,ΜΥΗΕ,2020-01,2020-02,31,135,300,1304
2017-06-13 00:00:00,ΑΔ-03988,2020-01-15 00:00:00,2045-01-15 00:00:00,ΗΠΕΙΡΟΥ,ΙΩΑΝΝΙΝΩΝ,ΜΕΤΣΟΒΟΥ,1.38,ΜΥΗΕ,2020-01,2020-02,31,135,300,1304
2017-09-11 00:00:00,ΑΔ-03989,2020-01-15 00:00:00,2020-01-15 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΒΟΪΟΥ,0.78,ΜΥΗΕ,2020-01,2020-02,28,122,0,0
2017-06-13 00:00:00,ΑΔ-03986,2020-01-15 00:00:00,2045-01-15 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΠΥΛΗΣ,0.84,ΜΥΗΕ,2020-01,2020-02,31,135,300,1304
2017-12-11 00:00:00,ΑΔ-03951,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,4.95,ΑΙΟΛΙΚΑ,2020-01,2020-02,25,109,300,1304
2017-12-11 00:00:00,ΑΔ-03952,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,4.95,ΑΙΟΛΙΚΑ,2020-01,2020-02,25,109,300,1304
2017-06-13 00:00:00,ΑΔ-03961,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΛΕΒΑΔΕΩΝ,3.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,31,135,300,1304
2017-12-11 00:00:00,ΑΔ-03953,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ & ΑΛΙΑΡΤΟΥ,5.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,25,109,300,1304
2017-12-11 00:00:00,ΑΔ-03954,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,3.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,25,109,300,1304
2018-03-12 00:00:00,ΑΔ-03955,2020-01-15 00:00:00,2020-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,3.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,22,96,0,0
2018-03-12 00:00:00,ΑΔ-03956,2020-01-15 00:00:00,2020-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,3.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,22,96,0,0
2018-03-12 00:00:00,ΑΔ-03957,2020-01-15 00:00:00,2020-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,3.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,22,96,0,0
2018-03-12 00:00:00,ΑΔ-03958,2020-01-15 00:00:00,2020-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,2.625,ΑΙΟΛΙΚΑ,2020-01,2020-02,22,96,0,0
2017-12-07 00:00:00,ΑΔ-03950,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ & ΑΛΙΑΡΤΟΥ,21.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,25,109,300,1304
2016-12-12 00:00:00,ΑΔ-03948,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,2.35,ΑΙΟΛΙΚΑ,2020-01,2020-02,37,161,300,1304
2017-12-11 00:00:00,ΑΔ-03964,2020-01-15 00:00:00,2045-01-15 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΦΛΩΡΙΝΑΣ,ΑΜΥΝΤΑΙΟΥ,3.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,25,109,300,1304
2017-09-08 00:00:00,ΑΔ-03949,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,2.99,ΑΙΟΛΙΚΑ,2020-01,2020-02,28,122,300,1304
2017-12-11 00:00:00,ΑΔ-03965,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,3.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,25,109,300,1304
2017-12-11 00:00:00,ΑΔ-03966,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΑΛΙΑΡΤΟΥ,3.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,25,109,300,1304
2018-03-13 00:00:00,ΑΔ-03967,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΩΚΙΔΑΣ,ΔΩΡΙΔΑΣ,3.3,ΑΙΟΛΙΚΑ,2020-01,2020-02,22,96,300,1304
2018-03-13 00:00:00,ΑΔ-03968,2020-01-15 00:00:00,2045-01-15 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,5.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,22,96,300,1304
2018-03-13 00:00:00,ΑΔ-03969,2020-01-15 00:00:00,2045-01-15 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,5.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,22,96,300,1304
2017-12-11 00:00:00,ΑΔ-03970,2020-01-15 00:00:00,2045-01-15 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,3.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,25,109,300,1304
2017-06-13 00:00:00,ΑΔ-03962,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,3.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,31,135,300,1304
2018-06-11 00:00:00,ΑΔ-04017,2020-01-19 00:00:00,2045-01-19 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΞΑΝΘΗΣ,ΞΑΝΘΗΣ & ΜΥΚΗΣ,3.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,19,83,300,1304
2018-06-11 00:00:00,ΑΔ-04018,2020-01-19 00:00:00,2045-01-19 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΞΑΝΘΗΣ,ΞΑΝΘΗΣ & ΜΥΚΗΣ,3.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,19,83,300,1304
2009-06-10 00:00:00,ΑΔ-04264,2020-01-22 00:00:00,2045-01-22 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ & ΑΡΚΑΔΙΑΣ,ΕΥΡΩΤΑ - ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,19.55,ΑΙΟΛΙΚΑ,2020-01,2020-03,127,554,300,1304
