ΗΜΕΡΟΜΗΝΙΑ ΥΠΟΒΟΛΗΣ ΑΙΤΗΣΗΣ,AΡΙΘΜΟΣ ΜΗΤΡΩΟΥ ΑΔΕΙΩΝ,ΗΜΕΡΟΜΗΝΙΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΗΜΕΡΟΜΗΝΙΑ ΛΗΞΗΣ ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΠΕΡΙΦΕΡΕΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,ΔΗΜΟΣ,ΜΕΓΙΣΤΗ ΙΣΧΥΣ (MW),ΤΕΧΝΟΛΟΓΙΑ,ΜΗΝΑΣ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΕΒΔΟΜΑΔΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΕΒΔΟΜΑΔΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΕΒΔΟΜΑΔΕΣ
2019-03-12 00:00:00,ΑΔ-04229,2020-03-27 00:00:00,2045-03-27 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,5.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-03,2020-12,12,54,299,1304
2008-08-07 00:00:00,ΑΔ-04230,2020-02-06 00:00:00,2045-02-06 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ & ΑΡΓΟΛΙΔΑΣ,ΤΡΙΠΟΛΗΣ & ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,44.0,ΑΙΟΛΙΚΑ ,2020-02,2020-05,137,600,300,1304
2019-12-10 00:00:00,ΑΔ-04234,2020-04-13 00:00:00,2045-04-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΛΑΜΙΕΩΝ,84.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-04,2020-15,4,17,299,1304
2019-12-10 00:00:00,ΑΔ-04235,2020-04-13 00:00:00,2045-04-13 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΛΑΡΙΣΑΣ,ΦΑΡΣΑΛΩΝ,40.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-04,2020-15,4,17,299,1304
2019-12-10 00:00:00,ΑΔ-04236,2020-04-13 00:00:00,2045-04-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΔΟΜΟΚΟΥ,100.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-04,2020-15,4,17,299,1304
2019-12-10 00:00:00,ΑΔ-04237,2020-04-13 00:00:00,2045-04-13 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΔΟΜΟΚΟΥ,60.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-04,2020-15,4,17,299,1304
2015-03-11 00:00:00,ΑΔ-04243,2020-04-14 00:00:00,2045-04-14 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΦΛΩΡΙΝΑΣ,ΦΛΩΡΙΝΑΣ,5.0,ΒΙΟΜΑΖΑ,2020-04,2020-15,61,265,299,1304
2017-12-12 00:00:00,ΑΔ-04244,2020-04-14 00:00:00,2045-04-14 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΡΥΤΑΝΙΑΣ,ΚΑΡΠΕΝΗΣΙΟΥ,3.4,ΜΥΗΕ,2020-04,2020-15,28,122,299,1304
2017-12-12 00:00:00,ΑΔ-04245,2020-04-14 00:00:00,2045-04-14 00:00:00,ΗΠΕΙΡΟΥ,ΙΩΑΝΝΙΝΩΝ,ΜΕΤΣΟΒΟΥ,0.99,ΜΥΗΕ,2020-04,2020-15,28,122,299,1304
2017-03-10 00:00:00,ΑΔ-04246,2020-02-18 00:00:00,2045-02-18 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΑΛΙΑΡΤΟΥ,2.99,ΑΙΟΛΙΚΑ,2020-02,2020-07,35,153,300,1304
2017-03-10 00:00:00,ΑΔ-04247,2020-02-18 00:00:00,2045-02-18 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΑΛΙΑΡΤΟΥ,2.99,ΑΙΟΛΙΚΑ,2020-02,2020-07,35,153,300,1304
2018-06-11 00:00:00,ΑΔ-04250,2020-04-09 00:00:00,2045-04-09 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,2.625,ΑΙΟΛΙΚΑ,2020-04,2020-14,21,95,299,1304
2017-12-11 00:00:00,ΑΔ-04251,2020-04-09 00:00:00,2045-04-06 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,3.0,ΑΙΟΛΙΚΑ,2020-04,2020-14,27,121,299,1304
2017-12-11 00:00:00,ΑΔ-04252,2020-04-09 00:00:00,2045-04-06 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,3.0,ΑΙΟΛΙΚΑ,2020-04,2020-14,27,121,299,1304
2017-12-11 00:00:00,ΑΔ-04255,2020-04-09 00:00:00,2045-04-06 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,3.0,ΑΙΟΛΙΚΑ,2020-04,2020-14,27,121,299,1304
2017-12-11 00:00:00,ΑΔ-04256,2020-04-09 00:00:00,2045-04-06 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,3.0,ΑΙΟΛΙΚΑ,2020-04,2020-14,27,121,299,1304
2017-12-11 00:00:00,ΑΔ-04257,2020-04-09 00:00:00,2045-04-06 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,3.0,ΑΙΟΛΙΚΑ,2020-04,2020-14,27,121,299,1304
2017-12-11 00:00:00,ΑΔ-04258,2020-04-09 00:00:00,2045-04-06 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,3.0,ΑΙΟΛΙΚΑ,2020-04,2020-14,27,121,299,1304
2018-03-12 00:00:00,ΑΔ-04259,2020-04-09 00:00:00,2045-04-09 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ & ΦΩΚΙΔΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ & ΔΕΛΦΩΝ,54.0,ΑΙΟΛΙΚΑ,2020-04,2020-14,24,108,299,1304
2018-09-10 00:00:00,ΑΔ-04263,2020-02-27 00:00:00,2045-02-27 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,1.85,ΜΥΗΕ,2020-02,2020-08,17,76,300,1304
2009-06-10 00:00:00,ΑΔ-04264,2020-01-22 00:00:00,2045-01-22 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ & ΑΡΚΑΔΙΑΣ,ΕΥΡΩΤΑ - ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,19.55,ΑΙΟΛΙΚΑ,2020-01,2020-03,127,554,300,1304
2018-06-08 00:00:00,ΑΔ-04265,2020-04-24 00:00:00,2045-04-24 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΝΑΥΠΑΚΤΙΑΣ,42.9,ΑΙΟΛΙΚΑ,2020-04,2020-16,22,98,299,1304
2018-06-08 00:00:00,ΑΔ-04266,2020-04-24 00:00:00,2045-04-24 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΚΑΡΔΙΤΣΑΣ,ΑΡΓΙΘΕΑΣ & ΜΟΥΖΑΚΙΟΥ,33.6,ΑΙΟΛΙΚΑ,2020-04,2020-16,22,98,299,1304
2018-06-08 00:00:00,ΑΔ-04267,2020-04-24 00:00:00,2045-04-24 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΚΑΡΔΙΤΣΑΣ & ΤΡΙΚΑΛΩΝ,ΑΡΓΙΘΕΑΣ & ΜΟΥΖΑΚΙΟΥ & ΠΥΛΗΣ,45.0,ΑΙΟΛΙΚΑ,2020-04,2020-16,22,98,299,1304
2007-10-10 00:00:00,ΑΔ-04268,2020-01-22 00:00:00,2045-01-22 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,105.6,ΑΙΟΛΙΚΑ ,2020-01,2020-03,147,641,300,1304
2018-03-12 00:00:00,ΑΔ-04271,2020-03-20 00:00:00,2045-03-20 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΩΚΙΔΑΣ,ΔΕΛΦΩΝ,29.4,ΑΙΟΛΙΚΑ,2020-03,2020-11,24,105,299,1304
2018-12-07 00:00:00,ΑΔ-04273,2020-04-24 00:00:00,2020-04-24 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΚΟΡΙΝΘΙΑΣ,ΛΟΥΤΡΑΚΙΟΥ - ΑΓΙΩΝ ΘΕΟΔΩΡΩΝ,2.19,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-04,2020-16,16,72,0,0
2018-06-08 00:00:00,ΑΔ-04274,2020-02-18 00:00:00,2045-02-18 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,33.6,ΑΙΟΛΙΚΑ,2020-02,2020-07,20,88,300,1304
2018-06-11 00:00:00,ΑΔ-04275,2020-05-12 00:00:00,2045-05-12 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,10.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-05,2020-19,23,100,299,1304
2018-06-11 00:00:00,ΑΔ-04278,2020-05-12 00:00:00,2045-05-12 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΕΟΡΔΑΙΑΣ,10.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-05,2020-19,23,100,299,1304
2018-06-11 00:00:00,ΑΔ-04280,2020-05-12 00:00:00,2045-05-12 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,10.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-05,2020-19,23,100,299,1304
2008-02-11 00:00:00,ΑΔ-04282,2020-05-08 00:00:00,1945-05-08 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,33.6,ΑΙΟΛΙΚΑ ,2020-05,2020-18,146,638,-901,-3913
2008-02-11 00:00:00,ΑΔ-04283,2020-05-08 00:00:00,1945-05-08 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,46.2,ΑΙΟΛΙΚΑ ,2020-05,2020-18,146,638,-901,-3913
2018-06-11 00:00:00,ΑΔ-04287,2020-03-05 00:00:00,2045-03-05 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΑΜΦΙΛΟΧΙΑΣ,24.054,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-03,2020-09,20,90,299,1304
2017-09-11 00:00:00,ΑΔ-04289,2020-04-30 00:00:00,2045-04-30 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,2.2,ΑΙΟΛΙΚΑ,2020-04,2020-17,31,137,299,1304
2018-03-12 00:00:00,ΑΔ-04290,2020-04-30 00:00:00,2045-04-30 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,14.4,ΑΙΟΛΙΚΑ,2020-04,2020-17,25,111,299,1304
2018-03-09 00:00:00,ΑΔ-04291,2020-04-09 00:00:00,2045-04-06 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΙΝΤΙΚΗΣ,6.0,ΑΙΟΛΙΚΑ,2020-04,2020-14,25,108,299,1304
2018-03-09 00:00:00,ΑΔ-04292,2020-04-09 00:00:00,2045-04-06 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΙΝΤΙΚΗΣ,6.0,ΑΙΟΛΙΚΑ,2020-04,2020-14,25,108,299,1304
2018-06-11 00:00:00,ΑΔ-04293,2020-03-05 00:00:00,2045-03-05 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ,ΘΕΣΣΑΛΟΝΙΚΗΣ ,ΛΑΓΚΑΔΑ,3.9902,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-03,2020-09,20,90,299,1304
2018-06-11 00:00:00,ΑΔ-04296,2020-03-20 00:00:00,2045-03-20 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,3.0,ΑΙΟΛΙΚΑ,2020-03,2020-11,21,92,299,1304
2018-03-13 00:00:00,ΑΔ-04297,2020-01-22 00:00:00,2045-01-22 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΟΡΧΟΜΕΝΟΥ,0.78,ΜΥΗΕ,2020-01,2020-03,22,97,300,1304
2004-07-30 00:00:00,ΑΔ-04299,2020-04-24 00:00:00,2045-04-24 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,"ΕΒΡΟΥ,ΡΟΔΟΠΗΣ","ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ",16.8,ΑΙΟΛΙΚΑ ,2020-04,2020-16,188,821,299,1304
2018-06-08 00:00:00,ΑΔ-04300,2020-03-23 00:00:00,2045-03-23 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,12.6,ΑΙΟΛΙΚΑ,2020-03,2020-12,21,93,299,1304
2018-06-08 00:00:00,ΑΔ-04301,2020-03-20 00:00:00,2045-03-20 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,3.004,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-03,2020-11,21,93,299,1304
2018-06-08 00:00:00,ΑΔ-04302,2020-03-20 00:00:00,2045-03-20 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΛΑΡΙΣΑΣ,ΤΕΜΠΩΝ,1.5,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-03,2020-11,21,93,299,1304
2018-03-12 00:00:00,ΑΔ-04303,2020-03-20 00:00:00,2045-03-20 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,2.625,ΑΙΟΛΙΚΑ,2020-03,2020-11,24,105,299,1304
2018-03-12 00:00:00,ΑΔ-04304,2020-03-20 00:00:00,2045-03-20 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΟΡΧΟΜΕΝΟΥ,2.625,ΑΙΟΛΙΚΑ,2020-03,2020-11,24,105,299,1304
2018-03-12 00:00:00,ΑΔ-04305,2020-03-20 00:00:00,2045-03-20 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΛΟΚΡΩΝ,2.625,ΑΙΟΛΙΚΑ,2020-03,2020-11,24,105,299,1304
2017-06-13 00:00:00,ΑΔ-04306,2020-03-23 00:00:00,2045-03-23 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΑΛΙΑΡΤΟΥ & ΘΗΒΑΙΩΝ,21.0,ΑΙΟΛΙΚΑ,2020-03,2020-12,33,144,299,1304
2018-03-12 00:00:00,ΑΔ-04307,2019-06-14 00:00:00,2044-06-14 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,11.875,ΦΩΤΟΒΟΛΤΑΪΚΑ,2019-06,2019-23,15,65,300,1304
2020-04-27 00:00:00,ΑΔ-04311,2020-07-23 00:00:00,2045-07-23 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΑΚΤΙΟΥ-ΒΟΝΙΤΣΑΣ,5.8512,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-07,2020-29,2,12,299,1304
2020-04-27 00:00:00,ΑΔ-04312,2020-07-23 00:00:00,2045-07-23 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΛΑΡΙΣΑΣ,ΦΑΡΣΑΛΩΝ,1.0028,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-07,2020-29,2,12,299,1304
2020-04-27 00:00:00,ΑΔ-04313,2020-07-23 00:00:00,2045-07-23 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,4.7702,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-07,2020-29,2,12,299,1304
2020-04-27 00:00:00,ΑΔ-04314,2020-07-23 00:00:00,2045-07-23 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,2.14659,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-07,2020-29,2,12,299,1304
2020-04-27 00:00:00,ΑΔ-04315,2020-07-23 00:00:00,2045-07-23 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΛΑΡΙΣΑΣ,ΦΑΡΣΑΛΩΝ,2.783,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-07,2020-29,2,12,299,1304
2017-09-11 00:00:00,ΑΔ-04318,2020-07-30 00:00:00,2045-07-30 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,16.8,ΑΙΟΛΙΚΑ,2020-07,2020-30,34,150,299,1304
2020-04-30 00:00:00,ΑΔ-04319,2020-08-05 00:00:00,2045-08-05 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,10.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-08,2020-31,3,13,299,1304
2020-04-30 00:00:00,ΑΔ-04320,2020-08-05 00:00:00,2045-08-05 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,10.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-08,2020-31,3,13,299,1304
2020-04-30 00:00:00,ΑΔ-04321,2020-08-05 00:00:00,2045-08-05 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,10.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-08,2020-31,3,13,299,1304
2020-04-30 00:00:00,ΑΔ-04322,2020-08-05 00:00:00,2045-08-05 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,10.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-08,2020-31,3,13,299,1304
2020-04-30 00:00:00,ΑΔ-04323,2020-08-05 00:00:00,2045-08-05 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,10.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-08,2020-31,3,13,299,1304
2020-04-30 00:00:00,ΑΔ-04324,2020-08-05 00:00:00,2045-08-05 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,10.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-08,2020-31,3,13,299,1304
2020-04-30 00:00:00,ΑΔ-04325,2020-08-05 00:00:00,2045-08-05 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,10.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-08,2020-31,3,13,299,1304
2020-04-30 00:00:00,ΑΔ-04326,2020-08-05 00:00:00,2045-08-05 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,10.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-08,2020-31,3,13,299,1304
2020-04-30 00:00:00,ΑΔ-04327,2020-08-05 00:00:00,2045-08-05 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,10.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-08,2020-31,3,13,299,1304
2020-04-30 00:00:00,ΑΔ-04328,2020-08-05 00:00:00,2045-08-05 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,10.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-08,2020-31,3,13,299,1304
2018-06-06 00:00:00,ΑΔ-04329,2020-08-27 00:00:00,2045-08-27 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ,ΓΡΕΒΕΝΩΝ,9.525,ΜΥΗΕ,2020-08,2020-34,26,116,299,1304
2018-06-06 00:00:00,ΑΔ-04330,2020-08-27 00:00:00,2045-08-27 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ,ΓΡΕΒΕΝΩΝ,10.396,ΜΥΗΕ,2020-08,2020-34,26,116,299,1304
2018-06-08 00:00:00,ΑΔ-04332,2020-09-17 00:00:00,2045-09-17 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΜΑΓΝΗΣΙΑΣ,ΑΛΜΥΡΟΥ,14.4,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-09,2020-37,27,118,299,1304
2018-06-08 00:00:00,ΑΔ-04335,2020-09-17 00:00:00,2045-09-17 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΜΑΓΝΗΣΙΑΣ,ΑΛΜΥΡΟΥ,5.8,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-09,2020-37,27,118,299,1304
2018-06-08 00:00:00,ΑΔ-04336,2020-09-17 00:00:00,2045-09-17 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΜΑΓΝΗΣΙΑΣ,ΑΛΜΥΡΟΥ,12.77,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-09,2020-37,27,118,299,1304
2018-06-08 00:00:00,ΑΔ-04337,2020-09-17 00:00:00,2045-09-17 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΜΑΓΝΗΣΙΑΣ,ΑΛΜΥΡΟΥ,9.53,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-09,2020-37,27,118,299,1304
2018-06-11 00:00:00,ΑΔ-04341,2020-09-24 00:00:00,2045-09-24 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΑΛΙΑΡΤΟΥ,18.0,ΑΙΟΛΙΚΑ,2020-09,2020-38,27,119,299,1304
2018-06-11 00:00:00,ΑΔ-04342,2020-09-24 00:00:00,2045-09-24 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΑΛΙΑΡΤΟΥ,2.99,ΑΙΟΛΙΚΑ,2020-09,2020-38,27,119,299,1304
